event_id,company_group_id,department,department_record_id,pan,gstin,event_type,event_date,event_status,remarks
EVT-00163,CG-0115,Factories,FACTORIES-0115-2,ELQWC1115O,29ELQWC1115O1Z5,compliance_filing,2024-12-27,completed,Matched synthetic department event with identifier evidence.
EVT-00164,CG-0116,Labour,LABOUR-0116-3,EMRXD1116P,29EMRXD1116P1Z6,license_cancelled,2024-12-24,completed,Matched synthetic department event with identifier evidence.
EVT-00165,CG-0118,Factories,FACTORIES-0118-2,,,electricity_usage,2024-12-21,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00166,CG-0120,Shops and Establishments,SHOPS-0120-1,,29EQVBH1120T1Z0,compliance_filing,2024-12-18,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00167,AMB-002,BWSSB,BWSSB-9002,,,compliance_filing,2024-12-15,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00168,AMB-007,BESCOM,BESCOM-9007,,,electricity_usage,2024-12-12,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00169,AMB-012,BWSSB,BWSSB-9012,,,electricity_usage,2024-12-09,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00170,AMB-017,BESCOM,BESCOM-9017,,,pollution_consent,2024-12-06,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00171,AMB-022,BWSSB,BWSSB-9022,,,pollution_consent,2024-12-03,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00172,AMB-027,BESCOM,BESCOM-9027,,,closure_application,2024-11-30,submitted,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00173,AMB-032,BWSSB,BWSSB-9032,,,closure_application,2024-11-27,submitted,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00174,CG-0001,Shops and Establishments,SHOPS-0001-1,ABGMS1001E,29ABGMS1001E1Z1,renewal,2024-11-24,completed,Matched synthetic department event with identifier evidence.
EVT-00175,CG-0002,Shops and Establishments,SHOPS-0002-1,ACHNT1002F,29ACHNT1002F1Z2,compliance_filing,2024-11-21,completed,Matched synthetic department event with identifier evidence.
EVT-00176,CG-0003,Shops and Establishments,SHOPS-0003-1,ADIOU1003G,29ADIOU1003G1Z3,inspection,2024-11-18,completed,Matched synthetic department event with identifier evidence.
EVT-00177,CG-0004,Shops and Establishments,SHOPS-0004-1,AEJPV1004H,,electricity_usage,2024-11-15,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00178,CG-0005,Shops and Establishments,SHOPS-0005-1,,29AFKQW1005I1Z5,water_usage,2024-11-12,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00179,CG-0006,Shops and Establishments,SHOPS-0006-1,AGLRX1006J,,pollution_consent,2024-11-09,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00180,CG-0007,Shops and Establishments,SHOPS-0007-1,AHMSY1007K,29AHMSY1007K1Z7,license_update,2024-11-06,completed,Matched synthetic department event with identifier evidence.
EVT-00181,CG-0008,Shops and Establishments,SHOPS-0008-1,,29AINTZ1008L1Z8,closure_application,2024-11-03,submitted,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00182,CG-0009,Shops and Establishments,SHOPS-0009-1,AJOUA1009M,29AJOUA1009M1Z9,license_cancelled,2024-10-31,completed,Matched synthetic department event with identifier evidence.
EVT-00183,CG-0010,Labour,LABOUR-0010-3,AKPVB1010N,29AKPVB1010N1Z0,renewal,2024-10-28,completed,Matched synthetic department event with identifier evidence.
EVT-00184,CG-0012,Shops and Establishments,SHOPS-0012-1,AMRXD1012P,,compliance_filing,2024-10-25,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00185,CG-0013,Labour,LABOUR-0013-3,ANSYE1013Q,29ANSYE1013Q1Z3,inspection,2024-10-22,completed,Matched synthetic department event with identifier evidence.
EVT-00186,CG-0015,Factories,FACTORIES-0015-2,APUAG1015S,29APUAG1015S1Z5,license_update,2024-10-19,completed,Matched synthetic department event with identifier evidence.
EVT-00187,CG-0016,Labour,LABOUR-0016-3,AQVBH1016T,,water_usage,2024-10-16,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00188,CG-0018,Factories,FACTORIES-0018-2,ASXDJ1018V,,license_cancelled,2024-10-13,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00189,CG-0020,Shops and Establishments,SHOPS-0020-1,AUZFL1020X,29AUZFL1020X1Z0,license_update,2024-10-10,completed,Matched synthetic department event with identifier evidence.
EVT-00190,CG-0021,Factories,FACTORIES-0021-2,AVAGM1021Y,29AVAGM1021Y1Z1,compliance_filing,2024-10-07,completed,Matched synthetic department event with identifier evidence.
EVT-00191,CG-0023,Shops and Establishments,SHOPS-0023-1,AXCIO1023A,29AXCIO1023A1Z3,license_cancelled,2024-10-04,completed,Matched synthetic department event with identifier evidence.
EVT-00192,CG-0024,Labour,LABOUR-0024-3,,,renewal,2024-10-01,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00193,CG-0026,Shops and Establishments,SHOPS-0026-1,BAFLR1026D,29BAFLR1026D1Z6,compliance_filing,2024-09-28,completed,Matched synthetic department event with identifier evidence.
EVT-00194,CG-0027,Labour,LABOUR-0027-3,BBGMS1027E,29BBGMS1027E1Z7,inspection,2024-09-25,completed,Matched synthetic department event with identifier evidence.
EVT-00195,CG-0029,Factories,FACTORIES-0029-2,BDIOU1029G,29BDIOU1029G1Z9,license_update,2024-09-22,completed,Matched synthetic department event with identifier evidence.
EVT-00196,CG-0030,KSPCB,KSPCB-0030-4,,29BEJPV1030H1Z0,electricity_usage,2024-09-19,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00197,CG-0032,Factories,FACTORIES-0032-2,,29BGLRX1032J1Z2,license_cancelled,2024-09-16,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00198,CG-0034,Shops and Establishments,SHOPS-0034-1,BINTZ1034L,29BINTZ1034L1Z4,license_update,2024-09-13,completed,Matched synthetic department event with identifier evidence.
EVT-00199,CG-0035,Labour,LABOUR-0035-3,BJOUA1035M,29BJOUA1035M1Z5,closure_application,2024-09-10,submitted,Matched synthetic department event with identifier evidence.
EVT-00200,CG-0037,Shops and Establishments,SHOPS-0037-1,BLQWC1037O,29BLQWC1037O1Z7,license_cancelled,2024-09-07,completed,Matched synthetic department event with identifier evidence.
EVT-00201,CG-0038,Labour,LABOUR-0038-3,BMRXD1038P,29BMRXD1038P1Z8,renewal,2024-09-04,completed,Matched synthetic department event with identifier evidence.
EVT-00202,CG-0040,Factories,FACTORIES-0040-2,BOTZF1040R,29BOTZF1040R1Z0,water_usage,2024-09-01,completed,Matched synthetic department event with identifier evidence.
EVT-00203,CG-0041,Labour,LABOUR-0041-3,BPUAG1041S,29BPUAG1041S1Z1,inspection,2024-08-29,completed,Matched synthetic department event with identifier evidence.
EVT-00204,CG-0043,Factories,FACTORIES-0043-2,BRWCI1043U,29BRWCI1043U1Z3,license_cancelled,2024-08-26,completed,Matched synthetic department event with identifier evidence.
EVT-00205,CG-0045,Shops and Establishments,SHOPS-0045-1,,29BTYEK1045W1Z5,water_usage,2024-08-23,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00206,CG-0046,Factories,FACTORIES-0046-2,BUZFL1046X,29BUZFL1046X1Z6,license_cancelled,2024-08-20,completed,Matched synthetic department event with identifier evidence.
EVT-00207,CG-0048,Shops and Establishments,SHOPS-0048-1,,29BWBHN1048Z1Z8,license_update,2024-08-17,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00208,CG-0049,BESCOM,BESCOM-0049-3,,,closure_application,2024-08-14,submitted,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00209,CG-0051,Shops and Establishments,SHOPS-0051-1,BZEKQ1051C,29BZEKQ1051C1Z1,license_cancelled,2024-08-11,completed,Matched synthetic department event with identifier evidence.
EVT-00210,CG-0052,Labour,LABOUR-0052-3,CAFLR1052D,29CAFLR1052D1Z2,renewal,2024-08-08,completed,Matched synthetic department event with identifier evidence.
EVT-00211,CG-0054,Factories,FACTORIES-0054-2,,,water_usage,2024-08-05,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00212,CG-0055,BWSSB,BWSSB-0055-4,,29CDIOU1055G1Z5,compliance_filing,2024-08-02,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00213,CG-0057,Factories,FACTORIES-0057-2,CFKQW1057I,29CFKQW1057I1Z7,license_update,2024-07-30,completed,Matched synthetic department event with identifier evidence.
EVT-00214,CG-0059,Shops and Establishments,SHOPS-0059-1,,,water_usage,2024-07-27,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00215,CG-0060,Labour,LABOUR-0060-3,CINTZ1060L,,pollution_consent,2024-07-24,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00216,CG-0062,Shops and Establishments,SHOPS-0062-1,CKPVB1062N,29CKPVB1062N1Z2,license_update,2024-07-21,completed,Matched synthetic department event with identifier evidence.
EVT-00217,CG-0063,BESCOM,BESCOM-0063-3,,,closure_application,2024-07-18,submitted,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00218,CG-0065,Factories,FACTORIES-0065-2,CNSYE1065Q,29CNSYE1065Q1Z5,inspection,2024-07-15,completed,Matched synthetic department event with identifier evidence.
EVT-00219,CG-0066,BWSSB,BWSSB-0066-3,,,license_cancelled,2024-07-12,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00220,CG-0068,Factories,FACTORIES-0068-2,CQVBH1068T,29CQVBH1068T1Z8,license_cancelled,2024-07-09,completed,Matched synthetic department event with identifier evidence.
EVT-00221,CG-0070,Shops and Establishments,SHOPS-0070-1,CSXDJ1070V,29CSXDJ1070V1Z0,inspection,2024-07-06,completed,Matched synthetic department event with identifier evidence.
EVT-00222,CG-0071,Factories,FACTORIES-0071-2,CTYEK1071W,29CTYEK1071W1Z1,license_update,2024-07-03,completed,Matched synthetic department event with identifier evidence.
EVT-00223,CG-0073,Shops and Establishments,SHOPS-0073-1,,,water_usage,2024-06-30,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00224,CG-0074,Labour,LABOUR-0074-3,CWBHN1074Z,29CWBHN1074Z1Z4,pollution_consent,2024-06-27,completed,Matched synthetic department event with identifier evidence.
EVT-00225,CG-0076,Shops and Establishments,SHOPS-0076-1,CYDJP1076B,29CYDJP1076B1Z6,license_update,2024-06-24,completed,Matched synthetic department event with identifier evidence.
EVT-00226,CG-0077,BWSSB,BWSSB-0077-3,,,license_update,2024-06-21,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00227,CG-0079,Factories,FACTORIES-0079-2,DBGMS1079E,29DBGMS1079E1Z9,inspection,2024-06-18,completed,Matched synthetic department event with identifier evidence.
EVT-00228,CG-0080,KSPCB,KSPCB-0080-4,,29DCHNT1080F1Z0,license_cancelled,2024-06-15,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00229,CG-0082,Factories,FACTORIES-0082-2,,,water_usage,2024-06-12,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00230,CG-0084,Shops and Establishments,SHOPS-0084-1,DGLRX1084J,,inspection,2024-06-09,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00231,CG-0085,Labour,LABOUR-0085-3,,29DHMSY1085K1Z5,electricity_usage,2024-06-06,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00232,CG-0087,Shops and Establishments,SHOPS-0087-1,,,water_usage,2024-06-03,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00233,CG-0088,BWSSB,BWSSB-0088-3,DKPVB1088N,,water_usage,2024-05-31,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00234,CG-0090,Factories,FACTORIES-0090-2,DMRXD1090P,,renewal,2024-05-28,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00235,CG-0091,BESCOM,BESCOM-0091-3,,,closure_application,2024-05-25,submitted,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00236,CG-0093,Factories,FACTORIES-0093-2,DPUAG1093S,29DPUAG1093S1Z3,license_cancelled,2024-05-22,completed,Matched synthetic department event with identifier evidence.
EVT-00237,CG-0095,Shops and Establishments,SHOPS-0095-1,BADPAN095,29DRWCI1095U1Z5,renewal,2024-05-19,completed,Matched synthetic department event with identifier evidence.
EVT-00238,CG-0096,Factories,FACTORIES-0096-2,DSXDJ1096V,,water_usage,2024-05-16,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00239,CG-0098,Shops and Establishments,SHOPS-0098-1,BADPAN098,29DUZFL1098X1Z8,inspection,2024-05-13,completed,Matched synthetic department event with identifier evidence.
EVT-00240,CG-0099,BWSSB,BWSSB-0099-3,,,inspection,2024-05-10,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00241,CG-0101,Shops and Establishments,SHOPS-0101-1,,,water_usage,2024-05-07,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00242,CG-0102,Labour,LABOUR-0102-3,DYDJP1102B,,pollution_consent,2024-05-04,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00243,CG-0104,Factories,FACTORIES-0104-2,,29EAFLR1104D1Z4,renewal,2024-05-01,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00244,CG-0105,BESCOM,BESCOM-0105-4,,29EBGMS1105E1Z5,closure_application,2024-04-28,submitted,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00245,CG-0107,Factories,FACTORIES-0107-2,EDIOU1107G,29EDIOU1107G1Z7,inspection,2024-04-25,completed,Matched synthetic department event with identifier evidence.
EVT-00246,CG-0109,Shops and Establishments,SHOPS-0109-1,EFKQW1109I,29BADGSTIN109XX,renewal,2024-04-22,completed,Matched synthetic department event with identifier evidence.
EVT-00247,CG-0110,Labour,LABOUR-0110-3,EGLRX1110J,29EGLRX1110J1Z0,compliance_filing,2024-04-19,completed,Matched synthetic department event with identifier evidence.
EVT-00248,CG-0112,Shops and Establishments,SHOPS-0112-1,,29BADGSTIN112XX,inspection,2024-04-16,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00249,CG-0113,Labour,LABOUR-0113-3,,,electricity_usage,2024-04-13,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00250,CG-0115,Factories,FACTORIES-0115-2,ELQWC1115O,29ELQWC1115O1Z5,closure_application,2024-04-10,submitted,Matched synthetic department event with identifier evidence.
EVT-00251,CG-0116,Labour,LABOUR-0116-3,EMRXD1116P,29EMRXD1116P1Z6,pollution_consent,2024-04-07,completed,Matched synthetic department event with identifier evidence.
EVT-00252,CG-0118,Factories,FACTORIES-0118-2,EOTZF1118R,29EOTZF1118R1Z8,license_cancelled,2024-04-04,completed,Matched synthetic department event with identifier evidence.
EVT-00253,CG-0120,Shops and Establishments,SHOPS-0120-1,,29EQVBH1120T1Z0,closure_application,2024-04-01,submitted,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00254,AMB-002,BWSSB,BWSSB-9002,,,closure_application,2024-03-29,submitted,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00255,AMB-007,BESCOM,BESCOM-9007,,,renewal,2024-03-26,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00256,AMB-012,BWSSB,BWSSB-9012,,,renewal,2024-03-23,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00257,AMB-017,BESCOM,BESCOM-9017,,,inspection,2024-03-20,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00258,AMB-022,BWSSB,BWSSB-9022,,,inspection,2024-03-17,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00259,AMB-027,BESCOM,BESCOM-9027,,,water_usage,2024-03-14,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00260,AMB-032,BWSSB,BWSSB-9032,,,water_usage,2024-03-11,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00261,CG-0001,Shops and Establishments,SHOPS-0001-1,ABGMS1001E,29ABGMS1001E1Z1,license_update,2024-03-08,completed,Matched synthetic department event with identifier evidence.
EVT-00262,CG-0002,Shops and Establishments,SHOPS-0002-1,ACHNT1002F,29ACHNT1002F1Z2,closure_application,2024-03-05,submitted,Matched synthetic department event with identifier evidence.
EVT-00263,CG-0003,Shops and Establishments,SHOPS-0003-1,ADIOU1003G,29ADIOU1003G1Z3,license_cancelled,2024-03-02,completed,Matched synthetic department event with identifier evidence.
EVT-00264,CG-0004,Shops and Establishments,SHOPS-0004-1,AEJPV1004H,29AEJPV1004H1Z4,license_cancelled,2024-02-28,completed,Matched synthetic department event with identifier evidence.
EVT-00265,CG-0005,Shops and Establishments,SHOPS-0005-1,AFKQW1005I,29AFKQW1005I1Z5,compliance_filing,2024-02-25,completed,Matched synthetic department event with identifier evidence.
EVT-00266,CG-0006,Shops and Establishments,SHOPS-0006-1,AGLRX1006J,,inspection,2024-02-22,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00267,CG-0007,Shops and Establishments,SHOPS-0007-1,,,electricity_usage,2024-02-19,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00268,CG-0008,Shops and Establishments,SHOPS-0008-1,AINTZ1008L,,water_usage,2024-02-16,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00269,CG-0009,Shops and Establishments,SHOPS-0009-1,AJOUA1009M,29AJOUA1009M1Z9,pollution_consent,2024-02-13,completed,Matched synthetic department event with identifier evidence.
EVT-00270,CG-0010,Labour,LABOUR-0010-3,AKPVB1010N,29AKPVB1010N1Z0,license_update,2024-02-10,completed,Matched synthetic department event with identifier evidence.
EVT-00271,CG-0012,Shops and Establishments,SHOPS-0012-1,AMRXD1012P,,closure_application,2024-02-07,submitted,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00272,CG-0013,Labour,LABOUR-0013-3,ANSYE1013Q,29ANSYE1013Q1Z3,license_cancelled,2024-02-04,completed,Matched synthetic department event with identifier evidence.
EVT-00273,CG-0015,Factories,FACTORIES-0015-2,,29APUAG1015S1Z5,electricity_usage,2024-02-01,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00274,CG-0016,Labour,LABOUR-0016-3,,,compliance_filing,2024-01-29,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00275,CG-0018,Factories,FACTORIES-0018-2,ASXDJ1018V,,pollution_consent,2024-01-26,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00276,CG-0020,Shops and Establishments,SHOPS-0020-1,AUZFL1020X,29AUZFL1020X1Z0,electricity_usage,2024-01-23,completed,Matched synthetic department event with identifier evidence.
EVT-00277,CG-0021,Factories,FACTORIES-0021-2,AVAGM1021Y,29AVAGM1021Y1Z1,closure_application,2024-01-20,submitted,Matched synthetic department event with identifier evidence.
EVT-00278,CG-0023,Shops and Establishments,SHOPS-0023-1,AXCIO1023A,29AXCIO1023A1Z3,pollution_consent,2024-01-17,completed,Matched synthetic department event with identifier evidence.
EVT-00279,CG-0024,Labour,LABOUR-0024-3,,,license_update,2024-01-14,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00280,CG-0026,Shops and Establishments,SHOPS-0026-1,BAFLR1026D,29BAFLR1026D1Z6,closure_application,2024-01-11,submitted,Matched synthetic department event with identifier evidence.
EVT-00281,CG-0027,Labour,LABOUR-0027-3,BBGMS1027E,29BBGMS1027E1Z7,license_cancelled,2024-01-08,completed,Matched synthetic department event with identifier evidence.
EVT-00282,CG-0029,Factories,FACTORIES-0029-2,,,electricity_usage,2024-01-05,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00283,CG-0030,KSPCB,KSPCB-0030-4,,,renewal,2024-01-02,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00284,CG-0032,Factories,FACTORIES-0032-2,,29BGLRX1032J1Z2,pollution_consent,2023-12-30,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00285,CG-0034,Shops and Establishments,SHOPS-0034-1,,,electricity_usage,2023-12-27,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00286,CG-0035,Labour,LABOUR-0035-3,,29BJOUA1035M1Z5,water_usage,2023-12-24,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00287,CG-0037,Shops and Establishments,SHOPS-0037-1,BLQWC1037O,29BLQWC1037O1Z7,pollution_consent,2023-12-21,completed,Matched synthetic department event with identifier evidence.
EVT-00288,CG-0038,Labour,LABOUR-0038-3,BMRXD1038P,29BMRXD1038P1Z8,license_update,2023-12-18,completed,Matched synthetic department event with identifier evidence.
EVT-00289,CG-0040,Factories,FACTORIES-0040-2,,29BOTZF1040R1Z0,compliance_filing,2023-12-15,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00290,CG-0041,Labour,LABOUR-0041-3,BPUAG1041S,29BPUAG1041S1Z1,license_cancelled,2023-12-12,completed,Matched synthetic department event with identifier evidence.
EVT-00291,CG-0043,Factories,FACTORIES-0043-2,,,electricity_usage,2023-12-09,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00292,CG-0045,Shops and Establishments,SHOPS-0045-1,BTYEK1045W,29BTYEK1045W1Z5,compliance_filing,2023-12-06,completed,Matched synthetic department event with identifier evidence.
EVT-00293,CG-0046,Factories,FACTORIES-0046-2,BUZFL1046X,29BUZFL1046X1Z6,pollution_consent,2023-12-03,completed,Matched synthetic department event with identifier evidence.
EVT-00294,CG-0048,Shops and Establishments,SHOPS-0048-1,BWBHN1048Z,,electricity_usage,2023-11-30,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00295,CG-0049,BESCOM,BESCOM-0049-3,,,water_usage,2023-11-27,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00296,CG-0051,Shops and Establishments,SHOPS-0051-1,BZEKQ1051C,29BZEKQ1051C1Z1,pollution_consent,2023-11-24,completed,Matched synthetic department event with identifier evidence.
EVT-00297,CG-0052,Labour,LABOUR-0052-3,CAFLR1052D,29CAFLR1052D1Z2,license_update,2023-11-21,completed,Matched synthetic department event with identifier evidence.
EVT-00298,CG-0054,Factories,FACTORIES-0054-2,CCHNT1054F,,compliance_filing,2023-11-18,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00299,CG-0055,BWSSB,BWSSB-0055-4,,29CDIOU1055G1Z5,closure_application,2023-11-15,submitted,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00300,CG-0057,Factories,FACTORIES-0057-2,,,electricity_usage,2026-04-30,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00301,CG-0059,Shops and Establishments,SHOPS-0059-1,CHMSY1059K,29CHMSY1059K1Z9,compliance_filing,2026-04-27,completed,Matched synthetic department event with identifier evidence.
EVT-00302,CG-0060,Labour,LABOUR-0060-3,CINTZ1060L,,inspection,2026-04-24,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00303,CG-0062,Shops and Establishments,SHOPS-0062-1,,,electricity_usage,2026-04-21,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00304,CG-0063,BESCOM,BESCOM-0063-3,,,water_usage,2026-04-18,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00305,CG-0065,Factories,FACTORIES-0065-2,CNSYE1065Q,29CNSYE1065Q1Z5,license_cancelled,2026-04-15,completed,Matched synthetic department event with identifier evidence.
EVT-00306,CG-0066,BWSSB,BWSSB-0066-3,,,pollution_consent,2026-04-12,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00307,CG-0068,Factories,FACTORIES-0068-2,CQVBH1068T,29CQVBH1068T1Z8,compliance_filing,2026-04-09,completed,Matched synthetic department event with identifier evidence.
EVT-00308,CG-0070,Shops and Establishments,SHOPS-0070-1,CSXDJ1070V,29CSXDJ1070V1Z0,license_cancelled,2026-04-06,requires_officer_confirmation,Matched synthetic department event with identifier evidence.
EVT-00309,CG-0071,Factories,FACTORIES-0071-2,,,electricity_usage,2026-04-03,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00310,CG-0073,Shops and Establishments,SHOPS-0073-1,CVAGM1073Y,29CVAGM1073Y1Z3,compliance_filing,2026-03-31,completed,Matched synthetic department event with identifier evidence.
EVT-00311,CG-0074,Labour,LABOUR-0074-3,CWBHN1074Z,29CWBHN1074Z1Z4,inspection,2026-03-28,completed,Matched synthetic department event with identifier evidence.
EVT-00312,CG-0076,Shops and Establishments,SHOPS-0076-1,CYDJP1076B,,electricity_usage,2026-03-25,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00313,CG-0077,BWSSB,BWSSB-0077-3,,,electricity_usage,2026-03-22,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00314,CG-0079,Factories,FACTORIES-0079-2,DBGMS1079E,29DBGMS1079E1Z9,license_cancelled,2026-03-19,completed,Matched synthetic department event with identifier evidence.
EVT-00315,CG-0080,KSPCB,KSPCB-0080-4,,29DCHNT1080F1Z0,pollution_consent,2026-03-16,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00316,CG-0082,Factories,FACTORIES-0082-2,DEJPV1082H,29DEJPV1082H1Z2,compliance_filing,2026-03-13,completed,Matched synthetic department event with identifier evidence.
EVT-00317,CG-0084,Shops and Establishments,SHOPS-0084-1,DGLRX1084J,,license_cancelled,2026-03-10,requires_officer_confirmation,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00318,CG-0085,Labour,LABOUR-0085-3,DHMSY1085K,29DHMSY1085K1Z5,renewal,2026-03-07,completed,Matched synthetic department event with identifier evidence.
EVT-00319,CG-0087,Shops and Establishments,SHOPS-0087-1,DJOUA1087M,29DJOUA1087M1Z7,compliance_filing,2026-03-04,completed,Matched synthetic department event with identifier evidence.
EVT-00320,CG-0088,BWSSB,BWSSB-0088-3,DKPVB1088N,,compliance_filing,2026-03-01,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00321,CG-0090,Factories,FACTORIES-0090-2,DMRXD1090P,,license_update,2026-02-26,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00322,CG-0091,BESCOM,BESCOM-0091-3,,,water_usage,2026-02-23,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00323,CG-0093,Factories,FACTORIES-0093-2,DPUAG1093S,29DPUAG1093S1Z3,license_cancelled,2026-02-20,completed,Matched synthetic department event with identifier evidence.
EVT-00324,CG-0095,Shops and Establishments,SHOPS-0095-1,BADPAN095,29DRWCI1095U1Z5,license_update,2026-02-17,completed,Matched synthetic department event with identifier evidence.
EVT-00325,CG-0096,Factories,FACTORIES-0096-2,,29DSXDJ1096V1Z6,compliance_filing,2026-02-14,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00326,CG-0098,Shops and Establishments,SHOPS-0098-1,BADPAN098,29DUZFL1098X1Z8,license_cancelled,2026-02-11,requires_officer_confirmation,Matched synthetic department event with identifier evidence.
